chip,edge_density,rank
chip_136_471_merged.tif,0.251176,76
chip_145_393_merged.tif,0.250957,77
chip_421_325_merged.tif,0.250737,78
chip_202_016_merged.tif,0.250638,79
chip_138_426_merged.tif,0.250538,80
chip_106_026_merged.tif,0.250518,81
chip_175_236_merged.tif,0.250498,82
chip_283_448_merged.tif,0.250478,83
chip_083_208_merged.tif,0.250419,84
chip_370_547_merged.tif,0.250399,85
chip_102_201_merged.tif,0.250259,86
chip_175_401_merged.tif,0.250179,87
chip_180_579_merged.tif,0.250159,88
chip_165_599_merged.tif,0.250140,89
chip_174_397_merged.tif,0.250080,90
chip_068_351_merged.tif,0.249980,91
chip_163_454_merged.tif,0.249980,92
chip_159_592_merged.tif,0.249920,93
chip_098_103_merged.tif,0.249841,94
chip_191_406_merged.tif,0.249841,95
chip_133_340_merged.tif,0.249761,96
chip_242_429_merged.tif,0.249721,97
chip_139_585_merged.tif,0.249621,98
chip_181_237_merged.tif,0.249542,99
chip_133_443_merged.tif,0.249482,100
chip_189_406_merged.tif,0.249462,101
chip_167_589_merged.tif,0.249422,102
chip_420_322_merged.tif,0.249382,103
chip_264_434_merged.tif,0.249263,104
chip_131_404_merged.tif,0.249223,105
chip_168_588_merged.tif,0.249143,106
chip_158_393_merged.tif,0.249083,107
chip_200_391_merged.tif,0.248984,108
chip_103_104_merged.tif,0.248744,109
chip_181_578_merged.tif,0.248685,110
chip_130_445_merged.tif,0.248525,111
chip_169_398_merged.tif,0.248505,112
chip_183_237_merged.tif,0.248465,113
chip_223_491_merged.tif,0.248326,114
chip_147_494_merged.tif,0.248306,115
chip_049_114_merged.tif,0.248246,116
chip_062_350_merged.tif,0.248246,117
chip_139_430_merged.tif,0.248206,118
chip_169_590_merged.tif,0.248206,119
chip_168_589_merged.tif,0.248186,120
chip_182_237_merged.tif,0.248186,121
chip_063_349_merged.tif,0.248166,122
chip_215_241_merged.tif,0.248147,123
chip_173_579_merged.tif,0.247987,124
chip_175_511_merged.tif,0.247967,125
chip_063_268_merged.tif,0.247927,126
chip_162_377_merged.tif,0.247828,127
chip_183_518_merged.tif,0.247728,128
chip_196_400_merged.tif,0.247728,129
chip_264_466_merged.tif,0.247688,130
chip_113_606_merged.tif,0.247668,131
chip_092_320_merged.tif,0.247509,132
chip_099_321_merged.tif,0.247469,133
chip_101_318_merged.tif,0.247429,134
chip_118_448_merged.tif,0.247369,135
chip_066_122_merged.tif,0.247349,136
chip_064_352_merged.tif,0.247290,137
chip_180_023_merged.tif,0.247070,138
chip_055_144_merged.tif,0.246951,139
chip_072_257_merged.tif,0.246871,140
chip_054_265_merged.tif,0.246831,141
chip_130_475_merged.tif,0.246771,142
chip_159_593_merged.tif,0.246771,143
chip_127_470_merged.tif,0.246732,144
chip_165_583_merged.tif,0.246632,145
chip_099_357_merged.tif,0.246612,146
chip_220_487_merged.tif,0.246572,147
chip_173_585_merged.tif,0.246333,148
chip_179_579_merged.tif,0.246273,149
chip_180_240_merged.tif,0.246213,150
chip_325_314_merged.tif,0.246173,151
chip_084_207_merged.tif,0.246114,152
chip_203_376_merged.tif,0.246014,153
chip_087_197_merged.tif,0.245934,154
chip_180_022_merged.tif,0.245934,155
chip_132_443_merged.tif,0.245815,156
chip_163_593_merged.tif,0.245755,157
chip_166_459_merged.tif,0.245735,158
chip_129_444_merged.tif,0.245715,159
chip_352_543_merged.tif,0.245675,160
chip_171_049_merged.tif,0.245655,161
chip_379_328_merged.tif,0.245635,162
chip_183_512_merged.tif,0.245615,163
chip_137_437_merged.tif,0.245556,164
chip_175_400_merged.tif,0.245536,165
chip_147_434_merged.tif,0.245476,166
chip_256_446_merged.tif,0.245476,167
chip_262_433_merged.tif,0.245476,168
chip_216_426_merged.tif,0.245436,169
chip_121_445_merged.tif,0.245297,170
chip_188_404_merged.tif,0.245297,171
chip_105_335_merged.tif,0.245157,172
chip_129_446_merged.tif,0.245137,173
chip_207_392_merged.tif,0.245077,174
chip_421_327_merged.tif,0.245037,175
chip_326_317_merged.tif,0.244958,176
chip_204_401_merged.tif,0.244858,177
chip_175_585_merged.tif,0.244818,178
chip_095_323_merged.tif,0.244719,179
chip_097_322_merged.tif,0.244639,180
chip_168_580_merged.tif,0.244479,181
chip_422_327_merged.tif,0.244479,182
chip_161_390_merged.tif,0.244400,183
chip_346_428_merged.tif,0.244400,184
chip_201_382_merged.tif,0.244380,185
chip_204_390_merged.tif,0.244081,186
chip_100_102_merged.tif,0.244041,187
chip_112_039_merged.tif,0.244041,188
chip_050_114_merged.tif,0.244001,189
chip_131_421_merged.tif,0.243961,190
chip_162_460_merged.tif,0.243862,191
chip_130_422_merged.tif,0.243842,192
chip_040_114_merged.tif,0.243802,193
chip_064_350_merged.tif,0.243802,194
chip_054_264_merged.tif,0.243782,195
chip_262_434_merged.tif,0.243762,196
chip_208_372_merged.tif,0.243722,197
chip_075_350_merged.tif,0.243702,198
chip_222_432_merged.tif,0.243622,199
chip_227_332_merged.tif,0.243603,200
chip_092_356_merged.tif,0.243503,201
chip_162_483_merged.tif,0.243503,202
chip_219_250_merged.tif,0.243503,203
chip_320_535_merged.tif,0.243443,204
chip_054_202_merged.tif,0.243423,205
chip_154_422_merged.tif,0.243284,206
chip_170_586_merged.tif,0.243224,207
chip_198_016_merged.tif,0.243184,208
chip_313_236_merged.tif,0.243025,209
chip_181_507_merged.tif,0.242965,210
chip_118_437_merged.tif,0.242945,211
chip_039_108_merged.tif,0.242845,212
chip_120_323_merged.tif,0.242805,213
chip_267_437_merged.tif,0.242805,214
chip_174_152_merged.tif,0.242746,215
chip_038_109_merged.tif,0.242706,216
chip_368_360_merged.tif,0.242666,217
chip_182_401_merged.tif,0.242566,218
chip_142_490_merged.tif,0.242467,219
chip_069_353_merged.tif,0.242427,220
chip_106_249_merged.tif,0.242427,221
chip_176_238_merged.tif,0.242427,222
chip_259_576_merged.tif,0.242387,223
chip_176_581_merged.tif,0.242367,224
chip_167_587_merged.tif,0.242307,225
chip_106_406_merged.tif,0.242068,226
chip_124_446_merged.tif,0.242028,227
chip_233_334_merged.tif,0.241829,228
chip_325_315_merged.tif,0.241829,229
chip_081_176_merged.tif,0.241809,230
chip_179_585_merged.tif,0.241709,231
chip_038_107_merged.tif,0.241629,232
chip_164_392_merged.tif,0.241590,233
chip_182_239_merged.tif,0.241490,234
chip_086_204_merged.tif,0.241370,235
chip_390_324_merged.tif,0.241331,236
chip_131_381_merged.tif,0.241291,237
chip_137_498_merged.tif,0.241231,238
chip_100_358_merged.tif,0.241151,239
chip_156_598_merged.tif,0.241131,240
chip_221_432_merged.tif,0.241111,241
chip_066_347_merged.tif,0.241071,242
chip_106_409_merged.tif,0.241032,243
chip_112_446_merged.tif,0.241032,244
chip_146_482_merged.tif,0.241012,245
chip_147_392_merged.tif,0.241012,246
chip_066_353_merged.tif,0.240992,247
chip_194_366_merged.tif,0.240972,248
chip_139_437_merged.tif,0.240932,249
chip_220_437_merged.tif,0.240892,250
chip_148_477_merged.tif,0.240872,251
chip_181_400_merged.tif,0.240872,252
chip_155_408_merged.tif,0.240852,253
chip_114_402_merged.tif,0.240792,254
chip_208_392_merged.tif,0.240792,255
chip_093_356_merged.tif,0.240772,256
chip_162_533_merged.tif,0.240753,257
chip_166_580_merged.tif,0.240753,258
chip_093_339_merged.tif,0.240673,259
chip_119_323_merged.tif,0.240673,260
chip_131_476_merged.tif,0.240493,261
chip_142_492_merged.tif,0.240493,262
chip_163_455_merged.tif,0.240374,263
chip_210_391_merged.tif,0.240214,264
chip_282_128_merged.tif,0.240175,265
chip_180_342_merged.tif,0.240095,266
chip_163_458_merged.tif,0.240055,267
chip_164_376_merged.tif,0.240015,268
chip_153_415_merged.tif,0.239995,269
chip_160_532_merged.tif,0.239995,270
chip_137_496_merged.tif,0.239935,271
chip_131_440_merged.tif,0.239915,272
chip_181_396_merged.tif,0.239876,273
chip_101_102_merged.tif,0.239856,274
chip_152_584_merged.tif,0.239856,275
chip_102_104_merged.tif,0.239836,276
chip_127_471_merged.tif,0.239716,277
chip_214_428_merged.tif,0.239676,278
chip_095_338_merged.tif,0.239656,279
chip_145_469_merged.tif,0.239656,280
chip_162_592_merged.tif,0.239636,281
chip_216_429_merged.tif,0.239597,282
chip_156_480_merged.tif,0.239557,283
chip_134_499_merged.tif,0.239537,284
chip_160_400_merged.tif,0.239537,285
chip_096_322_merged.tif,0.239477,286
chip_171_587_merged.tif,0.239477,287
chip_131_443_merged.tif,0.239397,288
chip_162_370_merged.tif,0.239338,289
chip_230_484_merged.tif,0.239278,290
chip_063_116_merged.tif,0.239258,291
chip_120_383_merged.tif,0.239258,292
chip_156_008_merged.tif,0.239238,293
chip_129_445_merged.tif,0.239218,294
chip_171_338_merged.tif,0.239098,295
chip_421_326_merged.tif,0.239098,296
chip_141_493_merged.tif,0.239059,297
chip_108_405_merged.tif,0.239039,298
chip_206_401_merged.tif,0.238999,299
chip_164_393_merged.tif,0.238839,300
chip_173_580_merged.tif,0.238839,301
chip_070_352_merged.tif,0.238779,302
chip_167_598_merged.tif,0.238640,303
chip_063_354_merged.tif,0.238620,304
chip_197_398_merged.tif,0.238600,305
chip_181_518_merged.tif,0.238580,306
chip_072_095_merged.tif,0.238540,307
chip_055_200_merged.tif,0.238441,308
chip_147_393_merged.tif,0.238341,309
chip_179_584_merged.tif,0.238281,310
chip_417_328_merged.tif,0.238281,311
chip_151_501_merged.tif,0.238261,312
chip_163_528_merged.tif,0.238261,313
chip_036_147_merged.tif,0.238241,314
chip_323_314_merged.tif,0.238241,315
chip_324_315_merged.tif,0.238221,316
chip_106_410_merged.tif,0.238122,317
chip_210_390_merged.tif,0.238042,318
chip_131_474_merged.tif,0.238022,319
chip_094_354_merged.tif,0.238002,320
chip_148_593_merged.tif,0.237982,321
chip_187_409_merged.tif,0.237982,322
chip_189_396_merged.tif,0.237942,323
chip_140_443_merged.tif,0.237903,324
chip_142_501_merged.tif,0.237883,325
chip_066_117_merged.tif,0.237823,326
chip_203_401_merged.tif,0.237803,327
chip_181_263_merged.tif,0.237763,328
chip_136_478_merged.tif,0.237743,329
chip_193_407_merged.tif,0.237743,330
chip_145_473_merged.tif,0.237564,331
chip_114_320_merged.tif,0.237524,332
chip_097_356_merged.tif,0.237464,333
chip_160_377_merged.tif,0.237464,334
chip_140_488_merged.tif,0.237424,335
chip_153_466_merged.tif,0.237424,336
chip_149_468_merged.tif,0.237364,337
chip_168_392_merged.tif,0.237364,338
chip_086_203_merged.tif,0.237305,339
chip_132_500_merged.tif,0.237305,340
chip_078_238_merged.tif,0.237265,341
chip_255_446_merged.tif,0.237265,342
chip_163_592_merged.tif,0.237165,343
chip_116_438_merged.tif,0.237145,344
chip_099_355_merged.tif,0.237125,345
chip_174_402_merged.tif,0.237125,346
chip_181_404_merged.tif,0.237125,347
chip_083_175_merged.tif,0.237066,348
chip_130_425_merged.tif,0.237066,349
chip_172_182_merged.tif,0.237066,350
chip_165_522_merged.tif,0.237026,351
chip_207_477_merged.tif,0.237006,352
chip_102_330_merged.tif,0.236986,353
chip_165_377_merged.tif,0.236986,354
chip_363_321_merged.tif,0.236986,355
chip_183_497_merged.tif,0.236946,356
chip_130_504_merged.tif,0.236906,357
chip_184_238_merged.tif,0.236906,358
chip_173_503_merged.tif,0.236886,359
chip_203_397_merged.tif,0.236846,360
chip_141_488_merged.tif,0.236826,361
chip_127_445_merged.tif,0.236687,362
chip_183_517_merged.tif,0.236687,363
chip_171_606_merged.tif,0.236667,364
chip_123_448_merged.tif,0.236627,365
chip_184_239_merged.tif,0.236607,366
chip_202_388_merged.tif,0.236567,367
chip_205_435_merged.tif,0.236567,368
chip_198_356_merged.tif,0.236468,369
chip_123_492_merged.tif,0.236448,370
chip_054_115_merged.tif,0.236408,371
chip_112_404_merged.tif,0.236368,372
chip_136_437_merged.tif,0.236308,373
chip_026_110_merged.tif,0.236228,374
chip_119_448_merged.tif,0.236189,375
chip_129_381_merged.tif,0.236189,376
chip_142_427_merged.tif,0.236169,377
chip_182_399_merged.tif,0.235870,378
chip_213_426_merged.tif,0.235830,379
chip_167_611_merged.tif,0.235810,380
chip_204_506_merged.tif,0.235790,381
chip_150_490_merged.tif,0.235730,382
chip_210_482_merged.tif,0.235710,383
chip_033_148_merged.tif,0.235611,384
chip_241_447_merged.tif,0.235611,385
chip_143_444_merged.tif,0.235591,386
chip_182_238_merged.tif,0.235591,387
chip_055_202_merged.tif,0.235551,388
chip_059_116_merged.tif,0.235531,389
chip_100_318_merged.tif,0.235511,390
chip_119_403_merged.tif,0.235491,391
chip_142_497_merged.tif,0.235471,392
chip_201_410_merged.tif,0.235471,393
chip_105_617_merged.tif,0.235451,394
chip_035_148_merged.tif,0.235272,395
chip_130_438_merged.tif,0.235272,396
chip_161_403_merged.tif,0.235232,397
chip_108_352_merged.tif,0.235212,398
chip_139_390_merged.tif,0.235172,399
chip_149_501_merged.tif,0.235092,400
chip_123_446_merged.tif,0.235073,401
chip_138_474_merged.tif,0.235073,402
chip_209_430_merged.tif,0.235073,403
chip_185_408_merged.tif,0.235033,404
chip_231_497_merged.tif,0.234973,405
chip_126_480_merged.tif,0.234913,406
chip_180_244_merged.tif,0.234893,407
chip_164_526_merged.tif,0.234873,408
chip_050_174_merged.tif,0.234853,409
chip_148_494_merged.tif,0.234853,410
chip_174_347_merged.tif,0.234853,411
chip_166_482_merged.tif,0.234754,412
chip_180_460_merged.tif,0.234754,413
chip_217_425_merged.tif,0.234754,414
chip_172_588_merged.tif,0.234714,415
chip_190_368_merged.tif,0.234694,416
chip_210_429_merged.tif,0.234674,417
chip_094_339_merged.tif,0.234654,418
chip_131_444_merged.tif,0.234574,419
chip_107_248_merged.tif,0.234554,420
chip_130_381_merged.tif,0.234534,421
chip_132_438_merged.tif,0.234534,422
chip_221_440_merged.tif,0.234475,423
chip_114_447_merged.tif,0.234455,424
chip_103_347_merged.tif,0.234395,425
chip_112_405_merged.tif,0.234395,426
chip_156_389_merged.tif,0.234395,427
chip_151_489_merged.tif,0.234375,428
chip_257_445_merged.tif,0.234355,429
chip_298_352_merged.tif,0.234335,430
chip_143_476_merged.tif,0.234315,431
chip_165_530_merged.tif,0.234315,432
chip_179_518_merged.tif,0.234275,433
chip_119_322_merged.tif,0.234235,434
chip_283_558_merged.tif,0.234235,435
chip_144_478_merged.tif,0.234176,436
chip_391_325_merged.tif,0.234156,437
chip_224_375_merged.tif,0.234136,438
chip_158_618_merged.tif,0.234096,439
chip_036_113_merged.tif,0.234076,440
chip_248_445_merged.tif,0.234076,441
chip_324_316_merged.tif,0.234076,442
chip_101_358_merged.tif,0.234056,443
chip_162_469_merged.tif,0.234016,444
chip_167_599_merged.tif,0.234016,445
chip_205_342_merged.tif,0.234016,446
chip_324_314_merged.tif,0.234016,447
chip_099_102_merged.tif,0.233996,448
chip_267_382_merged.tif,0.233897,449
chip_174_360_merged.tif,0.233837,450
chip_105_103_merged.tif,0.233817,451
chip_125_445_merged.tif,0.233817,452
chip_169_586_merged.tif,0.233777,453
chip_246_444_merged.tif,0.233777,454
chip_166_587_merged.tif,0.233717,455
chip_213_402_merged.tif,0.233717,456
chip_003_063_merged.tif,0.233677,457
chip_138_427_merged.tif,0.233677,458
chip_182_579_merged.tif,0.233658,459
chip_210_393_merged.tif,0.233618,460
chip_283_432_merged.tif,0.233618,461
chip_138_495_merged.tif,0.233578,462
chip_169_258_merged.tif,0.233558,463
chip_151_490_merged.tif,0.233518,464
chip_257_441_merged.tif,0.233478,465
chip_159_515_merged.tif,0.233438,466
chip_145_443_merged.tif,0.233398,467
chip_256_557_merged.tif,0.233398,468
chip_141_442_merged.tif,0.233379,469
chip_176_585_merged.tif,0.233379,470
chip_242_451_merged.tif,0.233379,471
chip_204_389_merged.tif,0.233319,472
chip_142_489_merged.tif,0.233299,473
chip_094_329_merged.tif,0.233279,474
chip_175_586_merged.tif,0.233279,475
chip_344_460_merged.tif,0.233279,476
chip_365_319_merged.tif,0.233279,477
chip_171_589_merged.tif,0.233259,478
chip_095_327_merged.tif,0.233239,479
chip_186_380_merged.tif,0.233239,480
chip_123_391_merged.tif,0.233219,481
chip_180_584_merged.tif,0.233199,482
chip_127_446_merged.tif,0.233159,483
chip_136_470_merged.tif,0.233139,484
chip_198_365_merged.tif,0.233119,485
chip_206_427_merged.tif,0.233060,486
chip_053_114_merged.tif,0.233000,487
chip_164_420_merged.tif,0.233000,488
chip_189_403_merged.tif,0.232980,489
chip_154_408_merged.tif,0.232940,490
chip_151_592_merged.tif,0.232860,491
chip_185_348_merged.tif,0.232860,492
chip_065_354_merged.tif,0.232801,493
chip_092_336_merged.tif,0.232781,494
chip_137_495_merged.tif,0.232781,495
chip_154_252_merged.tif,0.232701,496
chip_087_202_merged.tif,0.232581,497
chip_113_358_merged.tif,0.232561,498
chip_122_559_merged.tif,0.232561,499
chip_112_246_merged.tif,0.232541,500
chip_192_583_merged.tif,0.232541,501
chip_078_257_merged.tif,0.232462,502
chip_153_401_merged.tif,0.232442,503
chip_220_440_merged.tif,0.232402,504
chip_095_322_merged.tif,0.232382,505
chip_147_443_merged.tif,0.232382,506
chip_330_333_merged.tif,0.232322,507
chip_059_117_merged.tif,0.232243,508
chip_166_386_merged.tif,0.232183,509
chip_137_476_merged.tif,0.232163,510
chip_191_412_merged.tif,0.232123,511
chip_192_347_merged.tif,0.232123,512
chip_258_443_merged.tif,0.232123,513
chip_144_439_merged.tif,0.232103,514
chip_219_431_merged.tif,0.232103,515
chip_112_609_merged.tif,0.232083,516
chip_257_446_merged.tif,0.232063,517
chip_161_525_merged.tif,0.232023,518
chip_185_404_merged.tif,0.231963,519
chip_159_618_merged.tif,0.231944,520
chip_396_322_merged.tif,0.231944,521
chip_167_406_merged.tif,0.231864,522
chip_167_482_merged.tif,0.231864,523
chip_135_472_merged.tif,0.231844,524
chip_133_498_merged.tif,0.231804,525
chip_147_440_merged.tif,0.231804,526
chip_146_393_merged.tif,0.231744,527
chip_161_467_merged.tif,0.231684,528
chip_169_601_merged.tif,0.231625,529
chip_169_384_merged.tif,0.231605,530
chip_320_318_merged.tif,0.231585,531
chip_138_490_merged.tif,0.231565,532
chip_137_478_merged.tif,0.231525,533
chip_106_411_merged.tif,0.231485,534
chip_386_324_merged.tif,0.231485,535
chip_185_241_merged.tif,0.231425,536
chip_196_350_merged.tif,0.231425,537
chip_135_497_merged.tif,0.231366,538
chip_194_385_merged.tif,0.231366,539
chip_244_582_merged.tif,0.231366,540
chip_165_520_merged.tif,0.231346,541
chip_220_257_merged.tif,0.231286,542
chip_003_062_merged.tif,0.231266,543
chip_198_366_merged.tif,0.231226,544
chip_256_445_merged.tif,0.231206,545
chip_177_408_merged.tif,0.231186,546
chip_207_389_merged.tif,0.231186,547
chip_057_118_merged.tif,0.231166,548
chip_264_482_merged.tif,0.231126,549
chip_100_333_merged.tif,0.231067,550
chip_087_201_merged.tif,0.231047,551
chip_191_471_merged.tif,0.231047,552
chip_116_447_merged.tif,0.231027,553
chip_165_524_merged.tif,0.231027,554
chip_187_405_merged.tif,0.231027,555
chip_149_503_merged.tif,0.231007,556
chip_153_601_merged.tif,0.231007,557
chip_142_443_merged.tif,0.230967,558
chip_179_506_merged.tif,0.230967,559
chip_181_511_merged.tif,0.230947,560
chip_166_379_merged.tif,0.230887,561
chip_124_492_merged.tif,0.230867,562
chip_195_366_merged.tif,0.230808,563
chip_099_334_merged.tif,0.230748,564
chip_131_429_merged.tif,0.230708,565
chip_010_063_merged.tif,0.230668,566
chip_193_368_merged.tif,0.230668,567
chip_137_432_merged.tif,0.230628,568
chip_154_421_merged.tif,0.230628,569
chip_095_358_merged.tif,0.230608,570
chip_133_508_merged.tif,0.230608,571
chip_191_403_merged.tif,0.230588,572
chip_092_253_merged.tif,0.230568,573
chip_191_466_merged.tif,0.230568,574
chip_212_466_merged.tif,0.230529,575
chip_356_567_merged.tif,0.230529,576
chip_389_324_merged.tif,0.230529,577
chip_093_104_merged.tif,0.230509,578
chip_177_239_merged.tif,0.230489,579
chip_170_585_merged.tif,0.230449,580
chip_144_444_merged.tif,0.230269,581
chip_145_332_merged.tif,0.230269,582
chip_168_407_merged.tif,0.230269,583
chip_255_444_merged.tif,0.230250,584
chip_087_216_merged.tif,0.230190,585
chip_101_357_merged.tif,0.230190,586
chip_165_402_merged.tif,0.230190,587
chip_173_351_merged.tif,0.230190,588
chip_135_434_merged.tif,0.230170,589
chip_236_444_merged.tif,0.230170,590
chip_259_577_merged.tif,0.230170,591
chip_164_475_merged.tif,0.230130,592
chip_101_330_merged.tif,0.230110,593
chip_142_485_merged.tif,0.230110,594
chip_139_436_merged.tif,0.230070,595
chip_125_447_merged.tif,0.229951,596
chip_140_493_merged.tif,0.229931,597
chip_141_443_merged.tif,0.229811,598
chip_132_440_merged.tif,0.229791,599
chip_151_441_merged.tif,0.229711,600
chip_184_518_merged.tif,0.229711,601
chip_139_491_merged.tif,0.229672,602
chip_203_017_merged.tif,0.229672,603
chip_093_355_merged.tif,0.229652,604
chip_134_495_merged.tif,0.229652,605
chip_140_486_merged.tif,0.229652,606
chip_329_488_merged.tif,0.229632,607
chip_174_587_merged.tif,0.229572,608
chip_179_466_merged.tif,0.229572,609
chip_204_402_merged.tif,0.229552,610
chip_093_212_merged.tif,0.229472,611
chip_168_393_merged.tif,0.229452,612
chip_231_332_merged.tif,0.229452,613
chip_132_439_merged.tif,0.229432,614
chip_098_357_merged.tif,0.229412,615
chip_148_493_merged.tif,0.229393,616
chip_122_444_merged.tif,0.229373,617
chip_157_480_merged.tif,0.229373,618
chip_133_481_merged.tif,0.229313,619
chip_370_360_merged.tif,0.229313,620
chip_176_510_merged.tif,0.229233,621
chip_163_537_merged.tif,0.229213,622
chip_123_483_merged.tif,0.229173,623
chip_161_469_merged.tif,0.229173,624
chip_193_582_merged.tif,0.229173,625
chip_165_441_merged.tif,0.229114,626
chip_060_117_merged.tif,0.229094,627
chip_133_478_merged.tif,0.229094,628
chip_141_434_merged.tif,0.229094,629
chip_197_366_merged.tif,0.229034,630
chip_175_588_merged.tif,0.228994,631
chip_299_360_merged.tif,0.228954,632
chip_097_327_merged.tif,0.228934,633
chip_114_429_merged.tif,0.228894,634
chip_188_428_merged.tif,0.228854,635
chip_208_428_merged.tif,0.228854,636
chip_131_445_merged.tif,0.228835,637
chip_194_308_merged.tif,0.228835,638
chip_134_482_merged.tif,0.228815,639
chip_125_439_merged.tif,0.228795,640
chip_219_451_merged.tif,0.228775,641
chip_107_407_merged.tif,0.228755,642
chip_156_390_merged.tif,0.228755,643
chip_143_426_merged.tif,0.228735,644
chip_150_440_merged.tif,0.228715,645
chip_182_400_merged.tif,0.228675,646
chip_116_409_merged.tif,0.228655,647
chip_223_481_merged.tif,0.228655,648
chip_184_363_merged.tif,0.228595,649
chip_235_435_merged.tif,0.228595,650
chip_051_173_merged.tif,0.228536,651
chip_123_323_merged.tif,0.228536,652
chip_124_483_merged.tif,0.228456,653
chip_183_501_merged.tif,0.228456,654
chip_185_516_merged.tif,0.228456,655
chip_161_533_merged.tif,0.228416,656
chip_173_370_merged.tif,0.228396,657
chip_165_516_merged.tif,0.228376,658
chip_255_445_merged.tif,0.228376,659
chip_170_595_merged.tif,0.228356,660
chip_182_521_merged.tif,0.228316,661
chip_036_149_merged.tif,0.228296,662
chip_148_478_merged.tif,0.228296,663
chip_391_326_merged.tif,0.228296,664
chip_225_429_merged.tif,0.228257,665
chip_105_334_merged.tif,0.228217,666
chip_165_521_merged.tif,0.228217,667
chip_167_425_merged.tif,0.228217,668
chip_195_367_merged.tif,0.228217,669
chip_267_438_merged.tif,0.228217,670
chip_176_587_merged.tif,0.228197,671
chip_242_448_merged.tif,0.228177,672
chip_061_094_merged.tif,0.228117,673
chip_117_320_merged.tif,0.228077,674
chip_150_418_merged.tif,0.228077,675
chip_228_431_merged.tif,0.228077,676
chip_147_470_merged.tif,0.228057,677
chip_183_520_merged.tif,0.228057,678
chip_185_399_merged.tif,0.228057,679
chip_171_588_merged.tif,0.228037,680
chip_132_441_merged.tif,0.228017,681
chip_319_318_merged.tif,0.228017,682
chip_164_414_merged.tif,0.227978,683
chip_109_335_merged.tif,0.227898,684
chip_194_502_merged.tif,0.227878,685
chip_101_355_merged.tif,0.227858,686
chip_246_583_merged.tif,0.227858,687
chip_167_456_merged.tif,0.227798,688
chip_120_448_merged.tif,0.227738,689
chip_138_494_merged.tif,0.227679,690
chip_141_491_merged.tif,0.227679,691
chip_241_442_merged.tif,0.227679,692
chip_243_452_merged.tif,0.227639,693
chip_182_502_merged.tif,0.227599,694
chip_117_447_merged.tif,0.227519,695
chip_170_346_merged.tif,0.227499,696
chip_180_398_merged.tif,0.227499,697
chip_112_587_merged.tif,0.227479,698
